audio_path,original_sentence,clean_sentence,class_label,info
data/generated_audio/audio_0001_mute.mp3,"On second thought, make it go silent <mute> thx!","On second thought, make it go silent thx!",<mute>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0002_volume_up.mp3,"You know, amidst all these notifications the volume is surprisingly low, please turn it up <volume_up>.","You know, amidst all these notifications the volume is surprisingly low, please turn it up .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0003_volume_up.mp3,"Whilst I'm juggling a few tasks here it's too quiet, can you increase the volume <volume_up>?","Whilst I'm juggling a few tasks here it's too quiet, can you increase the volume ?",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0004_volume_up.mp3,"Right when I thought I was focused that part is barely audible, turn up the volume <volume_up>.","Right when I thought I was focused that part is barely audible, turn up the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0005_volume_up.mp3,"Just as I was grabbing a coffee here the sound is almost non-existent, turn it up <volume_up> please.","Just as I was grabbing a coffee here the sound is almost non-existent, turn it up please.",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0006_volume_up.mp3,"Hey, I was just tuning into this livestream and the audio seems way too low, boost the volume <volume_up>.","Hey, I was just tuning into this livestream and the audio seems way too low, boost the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0007_volume_up.mp3,"When I'm catching up on the news I'm struggling to hear anything, increase the volume <volume_up>.","When I'm catching up on the news I'm struggling to hear anything, increase the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0008_volume_up.mp3,"Hey, I was just tuning into this livestream and I'm struggling to hear anything, turn it up <volume_up>.","Hey, I was just tuning into this livestream and I'm struggling to hear anything, turn it up .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0009_volume_up.mp3,"You know, amidst all these notifications this is whisper-quiet, could you bump it up <volume_up>?","You know, amidst all these notifications this is whisper-quiet, could you bump it up ?",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0010_volume_up.mp3,"As I'm sorting through these photos this is whisper-quiet, turn up the volume <volume_up>.","As I'm sorting through these photos this is whisper-quiet, turn up the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0011_volume_up.mp3,"Whilst I'm juggling a few tasks here the sound is almost non-existent, boost the audio <volume_up>.","Whilst I'm juggling a few tasks here the sound is almost non-existent, boost the audio .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0012_volume_up.mp3,"So, while I'm editing this video right now I'm struggling to hear anything, increase the volume <volume_up>.","So, while I'm editing this video right now I'm struggling to hear anything, increase the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0013_volume_up.mp3,"Right when I thought I was focused it's too quiet, turn it up <volume_up>.","Right when I thought I was focused it's too quiet, turn it up .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0014_volume_up.mp3,"When I'm catching up on the news I can barely hear a thing, boost the volume <volume_up>.","When I'm catching up on the news I can barely hear a thing, boost the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0015_volume_up.mp3,"I was in the middle of a call and I can barely hear a thing, turn up the audio <volume_up>.","I was in the middle of a call and I can barely hear a thing, turn up the audio .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0016_volume_up.mp3,"I was in the middle of a call and I'm struggling to hear anything, increase the volume <volume_up>.","I was in the middle of a call and I'm struggling to hear anything, increase the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0017_volume_up.mp3,"Whilst I'm juggling a few tasks here it's too quiet, would you mind turning it up <volume_up>?","Whilst I'm juggling a few tasks here it's too quiet, would you mind turning it up ?",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0018_volume_up.mp3,"You know, amidst all these notifications the background music is drowned out, boost the volume <volume_up>.","You know, amidst all these notifications the background music is drowned out, boost the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0019_volume_up.mp3,"Hey, I was just tuning into this livestream and I can't really catch the dialogue, turn it up <volume_up>.","Hey, I was just tuning into this livestream and I can't really catch the dialogue, turn it up .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0020_volume_up.mp3,"You know, amidst all these notifications the audio seems way too low, increase the volume <volume_up>.","You know, amidst all these notifications the audio seems way too low, increase the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0021_volume_up.mp3,"As I'm sorting through these photos the audio seems way too low, turn up the volume <volume_up>.","As I'm sorting through these photos the audio seems way too low, turn up the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0022_volume_up.mp3,"When I'm catching up on the news this is whisper-quiet, could you bump it up <volume_up>?","When I'm catching up on the news this is whisper-quiet, could you bump it up ?",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0023_volume_up.mp3,"You know, amidst all these notifications that part is barely audible, boost the audio <volume_up>.","You know, amidst all these notifications that part is barely audible, boost the audio .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0024_volume_up.mp3,"As I'm sorting through these photos this is whisper-quiet, turn it up <volume_up>.","As I'm sorting through these photos this is whisper-quiet, turn it up .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0025_volume_up.mp3,"When I'm catching up on the news the background music is drowned out, increase the volume <volume_up>.","When I'm catching up on the news the background music is drowned out, increase the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0026_volume_up.mp3,"I was in the middle of a call and the sound is almost non-existent, turn up the volume <volume_up>.","I was in the middle of a call and the sound is almost non-existent, turn up the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0027_volume_up.mp3,"When I'm catching up on the news the volume is surprisingly low, boost the volume <volume_up>.","When I'm catching up on the news the volume is surprisingly low, boost the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0028_volume_up.mp3,"I was in the middle of a call and I can barely hear a thing, turn it up <volume_up>.","I was in the middle of a call and I can barely hear a thing, turn it up .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0029_volume_up.mp3,"Whilst I'm juggling a few tasks here this is whisper-quiet, increase the volume <volume_up>.","Whilst I'm juggling a few tasks here this is whisper-quiet, increase the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0030_volume_up.mp3,"As I'm sorting through these photos the background music is drowned out, turn up the audio <volume_up>.","As I'm sorting through these photos the background music is drowned out, turn up the audio .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0031_volume_up.mp3,"You know, amidst all these notifications the volume is surprisingly low, boost the volume <volume_up>.","You know, amidst all these notifications the volume is surprisingly low, boost the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0032_volume_up.mp3,"I was in the middle of a call and the audio seems way too low, turn it up <volume_up>.","I was in the middle of a call and the audio seems way too low, turn it up .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0033_volume_up.mp3,"Just as I was grabbing a coffee here I can't really catch the dialogue, increase the volume <volume_up>.","Just as I was grabbing a coffee here I can't really catch the dialogue, increase the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0034_volume_up.mp3,"You know, amidst all these notifications that part is barely audible, turn up the volume <volume_up>.","You know, amidst all these notifications that part is barely audible, turn up the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0035_volume_up.mp3,"When I'm catching up on the news that part is barely audible, boost the audio <volume_up>.","When I'm catching up on the news that part is barely audible, boost the audio .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0036_volume_up.mp3,"Just as I was grabbing a coffee here the sound is almost non-existent, turn it up <volume_up>.","Just as I was grabbing a coffee here the sound is almost non-existent, turn it up .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0037_volume_up.mp3,"As I'm sorting through these photos the background music is drowned out, increase the volume <volume_up>.","As I'm sorting through these photos the background music is drowned out, increase the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0038_volume_up.mp3,"Whilst I'm juggling a few tasks here that part is barely audible, turn up the audio <volume_up>.","Whilst I'm juggling a few tasks here that part is barely audible, turn up the audio .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0039_volume_up.mp3,"You know, amidst all these notifications the sound is almost non-existent, boost the volume <volume_up>.","You know, amidst all these notifications the sound is almost non-existent, boost the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0040_volume_up.mp3,"Hey, I was just tuning into this livestream and this is whisper-quiet, turn it up <volume_up>.","Hey, I was just tuning into this livestream and this is whisper-quiet, turn it up .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0041_volume_up.mp3,"When I'm catching up on the news the sound is almost non-existent, increase the volume <volume_up>.","When I'm catching up on the news the sound is almost non-existent, increase the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0042_volume_up.mp3,"Hey, I was just tuning into this livestream and this is whisper-quiet, turn up the volume <volume_up>.","Hey, I was just tuning into this livestream and this is whisper-quiet, turn up the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0043_volume_up.mp3,"I've got my headphones on but the background music is drowned out, boost the audio <volume_up>.","I've got my headphones on but the background music is drowned out, boost the audio .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0044_volume_up.mp3,"You know, amidst all these notifications the volume is surprisingly low, turn it up <volume_up>.","You know, amidst all these notifications the volume is surprisingly low, turn it up .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0045_volume_up.mp3,"So, while I'm editing this video right now I'm struggling to hear anything, increase the volume <volume_up>.","So, while I'm editing this video right now I'm struggling to hear anything, increase the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0046_volume_up.mp3,"When I'm catching up on the news the background music is drowned out, turn up the audio <volume_up>.","When I'm catching up on the news the background music is drowned out, turn up the audio .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0047_volume_up.mp3,"You know, amidst all these notifications I'm struggling to hear anything, boost the volume <volume_up>.","You know, amidst all these notifications I'm struggling to hear anything, boost the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0048_volume_up.mp3,"So, while I'm editing this video right now the volume is surprisingly low, turn it up <volume_up>.","So, while I'm editing this video right now the volume is surprisingly low, turn it up .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0049_volume_up.mp3,"So, while I'm editing this video right now this is whisper-quiet, increase the volume <volume_up>.","So, while I'm editing this video right now this is whisper-quiet, increase the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0050_volume_up.mp3,"You know, amidst all these notifications I can't really catch the dialogue, turn up the volume <volume_up>.","You know, amidst all these notifications I can't really catch the dialogue, turn up the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0051_volume_up.mp3,"So, while I'm editing this video right now I can barely hear a thing, boost the audio <volume_up>.","So, while I'm editing this video right now I can barely hear a thing, boost the audio .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0052_volume_up.mp3,"When I'm catching up on the news the sound is almost non-existent, turn it up <volume_up>.","When I'm catching up on the news the sound is almost non-existent, turn it up .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0053_volume_up.mp3,"Just as I was grabbing a coffee here the background music is drowned out, increase the volume <volume_up>.","Just as I was grabbing a coffee here the background music is drowned out, increase the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0054_volume_up.mp3,"Hey, I was just tuning into this livestream and I can barely hear a thing, turn up the audio <volume_up>.","Hey, I was just tuning into this livestream and I can barely hear a thing, turn up the audio .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0055_volume_up.mp3,"So, while I'm editing this video right now I'm struggling to hear anything, boost the volume <volume_up>.","So, while I'm editing this video right now I'm struggling to hear anything, boost the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0056_volume_up.mp3,"When I'm catching up on the news I can barely hear a thing, turn it up <volume_up>.","When I'm catching up on the news I can barely hear a thing, turn it up .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0057_volume_up.mp3,"Whilst I'm juggling a few tasks here I'm struggling to hear anything, increase the volume <volume_up>.","Whilst I'm juggling a few tasks here I'm struggling to hear anything, increase the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0058_volume_up.mp3,"I was in the middle of a call and the background music is drowned out, turn up the volume <volume_up>.","I was in the middle of a call and the background music is drowned out, turn up the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0059_volume_up.mp3,"You know, amidst all these notifications the background music is drowned out, boost the audio <volume_up>.","You know, amidst all these notifications the background music is drowned out, boost the audio .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0060_volume_up.mp3,"I've got my headphones on but the sound is almost non-existent, turn it up <volume_up>.","I've got my headphones on but the sound is almost non-existent, turn it up .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0061_volume_up.mp3,"Whilst I'm juggling a few tasks here I'm struggling to hear anything, increase the volume <volume_up>.","Whilst I'm juggling a few tasks here I'm struggling to hear anything, increase the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0062_volume_up.mp3,"Whilst I'm juggling a few tasks here I'm struggling to hear anything, turn up the audio <volume_up>.","Whilst I'm juggling a few tasks here I'm struggling to hear anything, turn up the audio .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0063_volume_up.mp3,"I've got my headphones on but that part is barely audible, boost the volume <volume_up>.","I've got my headphones on but that part is barely audible, boost the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0064_volume_up.mp3,"I was in the middle of a call and the audio seems way too low, turn it up <volume_up>.","I was in the middle of a call and the audio seems way too low, turn it up .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0065_volume_up.mp3,"As I'm sorting through these photos I'm struggling to hear anything, increase the volume <volume_up>.","As I'm sorting through these photos I'm struggling to hear anything, increase the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0066_volume_up.mp3,"As I'm sorting through these photos the background music is drowned out, turn up the volume <volume_up>.","As I'm sorting through these photos the background music is drowned out, turn up the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0067_volume_up.mp3,"Right when I thought I was focused the volume is surprisingly low, boost the audio <volume_up>.","Right when I thought I was focused the volume is surprisingly low, boost the audio .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0068_volume_up.mp3,"As I'm sorting through these photos the audio seems way too low, turn it up <volume_up>.","As I'm sorting through these photos the audio seems way too low, turn it up .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0069_volume_up.mp3,"Hey, I was just tuning into this livestream and I can barely hear a thing, increase the volume <volume_up>.","Hey, I was just tuning into this livestream and I can barely hear a thing, increase the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0070_volume_up.mp3,"I've got my headphones on but it's too quiet, turn up the audio <volume_up>.","I've got my headphones on but it's too quiet, turn up the audio .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0071_volume_up.mp3,"Hey, I was just tuning into this livestream and it's too quiet, boost the volume <volume_up>.","Hey, I was just tuning into this livestream and it's too quiet, boost the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0072_volume_up.mp3,"Hey, I was just tuning into this livestream and the audio seems way too low, turn it up <volume_up>.","Hey, I was just tuning into this livestream and the audio seems way too low, turn it up .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0073_volume_up.mp3,"I've got my headphones on but that part is barely audible, increase the volume <volume_up>.","I've got my headphones on but that part is barely audible, increase the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0074_volume_up.mp3,"When I'm catching up on the news that part is barely audible, turn up the volume <volume_up>.","When I'm catching up on the news that part is barely audible, turn up the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0075_volume_up.mp3,"I've got my headphones on but I can't really catch the dialogue, boost the audio <volume_up>.","I've got my headphones on but I can't really catch the dialogue, boost the audio .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0076_volume_up.mp3,"Whilst I'm juggling a few tasks here it's too quiet, turn it up <volume_up>.","Whilst I'm juggling a few tasks here it's too quiet, turn it up .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0077_volume_up.mp3,"Right when I thought I was focused that part is barely audible, increase the volume <volume_up>.","Right when I thought I was focused that part is barely audible, increase the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0078_volume_up.mp3,"You know, amidst all these notifications I can barely hear a thing, turn up the audio <volume_up>.","You know, amidst all these notifications I can barely hear a thing, turn up the audio .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0079_volume_up.mp3,"Right when I thought I was focused that part is barely audible, boost the volume <volume_up>.","Right when I thought I was focused that part is barely audible, boost the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0080_volume_up.mp3,"Hey, I was just tuning into this livestream and the volume is surprisingly low, turn it up <volume_up>.","Hey, I was just tuning into this livestream and the volume is surprisingly low, turn it up .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0081_volume_up.mp3,"Just as I was grabbing a coffee here I can barely hear a thing, increase the volume <volume_up>.","Just as I was grabbing a coffee here I can barely hear a thing, increase the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0082_volume_up.mp3,"You know, amidst all these notifications that part is barely audible, turn up the volume <volume_up>.","You know, amidst all these notifications that part is barely audible, turn up the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0083_volume_up.mp3,"Whilst I'm juggling a few tasks here it's too quiet, boost the audio <volume_up>.","Whilst I'm juggling a few tasks here it's too quiet, boost the audio .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0084_volume_up.mp3,"So, while I'm editing this video right now the volume is surprisingly low, turn it up <volume_up>.","So, while I'm editing this video right now the volume is surprisingly low, turn it up .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0085_volume_up.mp3,"Right when I thought I was focused I can't really catch the dialogue, increase the volume <volume_up>.","Right when I thought I was focused I can't really catch the dialogue, increase the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0086_volume_up.mp3,"I've got my headphones on but it's too quiet, turn up the audio <volume_up>.","I've got my headphones on but it's too quiet, turn up the audio .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0087_volume_up.mp3,"You know, amidst all these notifications the background music is drowned out, boost the volume <volume_up>.","You know, amidst all these notifications the background music is drowned out, boost the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0088_volume_up.mp3,"Just as I was grabbing a coffee here it's too quiet, turn it up <volume_up>.","Just as I was grabbing a coffee here it's too quiet, turn it up .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0089_volume_up.mp3,"I've got my headphones on but that part is barely audible, increase the volume <volume_up>.","I've got my headphones on but that part is barely audible, increase the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0090_volume_up.mp3,"Whilst I'm juggling a few tasks here the audio seems way too low, turn up the volume <volume_up>.","Whilst I'm juggling a few tasks here the audio seems way too low, turn up the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0091_volume_up.mp3,"Hey, I was just tuning into this livestream and the sound is almost non-existent, boost the audio <volume_up>.","Hey, I was just tuning into this livestream and the sound is almost non-existent, boost the audio .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0092_volume_up.mp3,"I was in the middle of a call and that part is barely audible, turn it up <volume_up>.","I was in the middle of a call and that part is barely audible, turn it up .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0093_volume_up.mp3,"I've got my headphones on but I can barely hear a thing, increase the volume <volume_up>.","I've got my headphones on but I can barely hear a thing, increase the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0094_volume_up.mp3,"When I'm catching up on the news the sound is almost non-existent, turn up the audio <volume_up>.","When I'm catching up on the news the sound is almost non-existent, turn up the audio .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0095_volume_up.mp3,"Whilst I'm juggling a few tasks here the sound is almost non-existent, boost the volume <volume_up>.","Whilst I'm juggling a few tasks here the sound is almost non-existent, boost the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0096_volume_up.mp3,"Hey, I was just tuning into this livestream and the audio seems way too low, turn it up <volume_up>.","Hey, I was just tuning into this livestream and the audio seems way too low, turn it up .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0097_volume_up.mp3,"Just as I was grabbing a coffee here the sound is almost non-existent, increase the volume <volume_up>.","Just as I was grabbing a coffee here the sound is almost non-existent, increase the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0098_volume_up.mp3,"As I'm sorting through these photos that part is barely audible, turn up the volume <volume_up>.","As I'm sorting through these photos that part is barely audible, turn up the volume .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0099_volume_up.mp3,"I was in the middle of a call and it's too quiet, boost the audio <volume_up>.","I was in the middle of a call and it's too quiet, boost the audio .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0100_volume_up.mp3,"I've got my headphones on but that part is barely audible, turn it up <volume_up>.","I've got my headphones on but that part is barely audible, turn it up .",<volume_up>,"gTTS, 16kHz mp3"
data/generated_audio/audio_0101_volume_up.mp3,"Right when I thought I was focused I can't really catch the dialogue, increase the volume <volume_up>.","Right when I thought I was focused I can't really catch the dialogue, increase the volume .",<volume_up>,"gTTS, 16kHz mp3"
